time,value
3974,160.233
3975,162.404
3976,160.421
3977,159.266
3978,158.545
3979,159.812
3980,155.417
3981,156.714
3982,159.005
3983,160.319
3984,161.632
3985,162.054
3986,162.123
3987,162.419
3988,164.31
3989,164.438
3990,167.906
3991,163.867
3992,163.149
3993,162.996
3994,163.436
3995,165.651
3996,163.991
3997,167.117
3998,164.52
3999,162.861
4000,159.53
4001,156.016
4002,156.947
4003,156.337
4004,157.009
4005,157.249
4006,155.43
4007,153.563
4008,153.286
4009,152.641
4010,150.86
4011,152.72
4012,150.16
4013,149.085
4014,148.75
4015,149.096
4016,150.981
4017,152.933
4018,151.464
4019,152.313
4020,151.862
4021,149.6
4022,149.857
4023,149.562
4024,150.36
4025,149.661
4026,150.855
4027,149.125
4028,151.009
4029,150.109
4030,149.548
4031,150.606
4032,151.301
4033,151.182
4034,150.222
4035,150.717
4036,148.244
4037,147.972
4038,148.17
4039,147.353
4040,148.09
4041,148.747
4042,145.897
4043,144.948
4044,145.18
4045,149.271
4046,151.733
4047,152.094
4048,151.437
4049,151.617
4050,154.889
4051,153.899
4052,154.532
4053,154.103
4054,153.996
4055,154.268
4056,154.734
4057,154.96
4058,154.813
4059,155.859
4060,155.613
4061,155.472
4062,153.4
4063,152.84
4064,151.055
4065,151.996
4066,153.325
4067,153.167
4068,152.376
4069,152.578
4070,154.334
4071,152.068
4072,152.632
4073,153.243
4074,152.534
4075,149.364
4076,153.097
4077,153.734
4078,153.745
4079,154.346
4080,155.631
4081,156.054
4082,155.917
4083,157.269
4084,155.235
4085,153.834
4086,154.278
4087,153.661
4088,154.789
4089,155.614
4090,153.516
4091,153.385
4092,156.538
4093,154.028
4094,155.127
4095,154.285
4096,153.325
4097,151.167
4098,149.198
4099,149.393
4100,147.942
4101,148.522
4102,146.405
4103,147.554
4104,148.928
4105,149.053
4106,149.978
4107,152.33
4108,151.064
4109,148.325
4110,147.42
4111,146.167
4112,146.791
4113,147.407
4114,143.942
4115,146.006
4116,147.566
4117,147.514
4118,146.893
4119,147.669
4120,146.783
4121,145.822
4122,144.882
4123,146.002
4124,144.291
4125,146.08
4126,147.206
4127,147.821
4128,148.223
4129,150.675
4130,150.723
4131,149.609
4132,147.06
4133,146.393
4134,145.549
4135,147.402
4136,149.139
4137,149.789
4138,148.41
4139,150.683
4140,151.47
4141,152.604
4142,150.261
4143,149.772
4144,145.133
4145,144.269
4146,144.2
4147,145.865
4148,143.47
4149,141.092
4150,142.312
4151,140.663
4152,140.311
4153,138.107
4154,137.808
4155,140.438
4156,139.721
4157,139.725
4158,141.003
4159,139.491
4160,138.941
4161,138.862
4162,139.201
4163,137.39
4164,137.119
4165,135.536
4166,136.804
4167,135.702
4168,134.446
4169,131.926
4170,133.486
4171,133.992
4172,133.13
4173,132.083
4174,131.836
4175,131.14
4176,128.595
4177,128.122
4178,127.828
4179,129.241
4180,128.943
4181,127.499
4182,126.78
4183,126.287
4184,123.154
4185,124.086
4186,123.392
4187,120.355
4188,118.567
4189,116.782
4190,116.796
4191,117.905
4192,116.796
4193,117.743
4194,115.455
4195,116.398
4196,116.382
4197,114.823
4198,116.281
4199,115.62
4200,116.016
4201,114.532
4202,112.306
4203,112.292
4204,111.154
4205,109.729
4206,108.606
4207,108.934
4208,109.647
4209,109.71
4210,108.867
4211,109.755
4212,110.319
4213,109.388
4214,110.07
4215,109.241
4216,109.109
4217,109.84
4218,109.714
4219,110.608
4220,110.336
4221,112.411
4222,112.562
4223,114.131
4224,115.163
4225,116.206
4226,117.065
4227,118.652
4228,120.253
4229,123.029
4230,123.961
4231,124.965
4232,126.472
4233,127.462
4234,125.4
4235,126.572
4236,124.016
4237,125.001
4238,126.257
4239,127.854
4240,127.141
4241,128.848
4242,129.531
4243,131.323
4244,132.34
4245,131.501
4246,131.953
4247,132.145
4248,133.647
4249,134.754
4250,135.196
4251,134.874
4252,136.797
4253,135.827
4254,139.074
4255,139.454
4256,139.232
4257,142.186
4258,141.787
4259,143.372
4260,144.458
4261,143.899
4262,144.701
4263,144.974
4264,146.725
4265,145.667
4266,145.543
4267,145.597
4268,146.398
4269,148.505
4270,149.724
4271,150.154
4272,149.015
4273,150.415
4274,151.032
4275,149.619
4276,150.493
4277,151.068
4278,154.167
4279,155.156
4280,156.012
4281,158.172
4282,155.844
4283,155.582
4284,158.43
4285,161.18
4286,158.813
4287,159.881
4288,158.973
4289,161.321
4290,162.545
4291,161.81
4292,162.276
4293,164.355
4294,164.07
4295,163.358
4296,161.701
4297,159.29
4298,160.997
4299,159.555
4300,161.167
4301,164.362
4302,162.869
4303,161.967
4304,160.787
4305,159.799
4306,158.027
4307,157.273
4308,160.597
4309,160.264
4310,158.557
4311,156.024
4312,157.701
4313,157.849
4314,157.889
4315,156.338
4316,158.125
4317,159.644
4318,157.447
4319,158.523
4320,160.533
4321,159.975
4322,161.419
4323,161.933
4324,160.917
4325,157.446
4326,155.437
4327,155.272
4328,153.771
4329,152.359
4330,155.245
4331,154.28
4332,154.148
4333,151.791
4334,150.969
4335,151.614
4336,151.032
4337,152.295
4338,153.736
4339,153.486
4340,153.08
4341,151.664
4342,149.805
4343,148.998
4344,148.284
4345,146.64
4346,146.246
4347,144.351
4348,144.563
4349,145.259
4350,145.48
4351,146.113
4352,146.939
4353,147.274
4354,147.089
4355,148.253
4356,145.941
4357,147.303
4358,147.674
4359,146.96
4360,146.989
4361,147.603
4362,147.705
4363,148.848
4364,148.546
4365,147.947
4366,148.755
4367,147.907
4368,147.547
4369,146.86
4370,146.499
4371,144.669
4372,142.825
4373,141.856
4374,141.028
4375,141.104
4376,141.058
4377,140.934
4378,141.38
4379,138.798
4380,139.841
4381,137.465
4382,137.728
4383,134.096
4384,135.148
4385,136.82
4386,134.639
4387,135.176
4388,133.914
4389,137.437
4390,135.965
4391,135.727
4392,132.925
4393,131.312
4394,130.433
4395,131.6
4396,131.164
4397,132.013
4398,131.905
4399,133.641
4400,133.05
4401,133.557
4402,132.335
4403,133.434
4404,133.451
4405,136.569
4406,135.342
4407,135.599
4408,136.388
4409,135.509
4410,135.151
4411,133.935
4412,132.293
4413,134.139
4414,134.051
4415,132.136
4416,130.204
4417,127.066
4418,123.078
4419,122.553
4420,121.866
4421,123.287
4422,123.964
4423,121.285
4424,119.687
4425,119.738
4426,122.822
4427,125.465
4428,125.482
4429,126.235
4430,125.336
4431,125.249
4432,124.654
4433,125.671
4434,126.04
4435,126.113
4436,125.29
4437,124.214
4438,122.936
4439,124.683
4440,125.016
4441,125.65
4442,126.007
4443,127.255
4444,127.604
4445,126.186
4446,123.8
4447,125.14
4448,124.315
4449,126.082
4450,126.532
4451,129.022
4452,129.287
4453,130.282
4454,129.912
4455,130.991
4456,131.018
4457,131.766
4458,135.616
4459,136.598
4460,136.1
4461,135.811
4462,135.285
4463,134.703
4464,133.979
4465,135.226
4466,135.846
4467,136.599
4468,134.644
4469,133.186
4470,134.751
4471,133.643
4472,136.368
4473,134.619
4474,137.74
4475,136.303
4476,136.973
4477,136.495
4478,134.762
4479,133.73
4480,134.186
4481,136.247
4482,135.463
4483,136.792
4484,138.55
4485,138.221
4486,138.937
4487,140.178
4488,141.432
4489,137.232
4490,138.253
4491,138.266
4492,139.44
4493,136.553
4494,138.976
4495,137.738
4496,138.862
4497,139.114
4498,139.148
4499,140.621
4500,140.531
4501,141.144
4502,141.515
4503,143.446
4504,141.72
4505,142.252
4506,141.216
4507,139.351
4508,141.515
4509,143.195
4510,142.107
4511,143.021
4512,142.843
4513,145.902
4514,144.827
4515,147.035
4516,148.079
4517,148.76
4518,148.049
4519,151.316
4520,149.281
4521,152.278
4522,150.596
4523,151.608
4524,154.304
4525,155.442
4526,155.763
4527,153.963
4528,155.64
4529,156.433
4530,155.653
4531,155.443
4532,156.241
4533,156.211
4534,156.358
4535,157.762
4536,160.638
4537,162.738
4538,162.545
4539,163.181
4540,162.469
4541,161.183
4542,163.291
4543,164.588
4544,163.763
4545,163.19
4546,163.039
4547,162.926
4548,165.192
4549,164.993
4550,164.046
4551,164.666
4552,165.398
4553,163.398
4554,161.795
4555,164.799
4556,165.547
4557,165.697
4558,165.87
4559,163.839
4560,165.308
4561,164.627
4562,165.057
4563,166.263
4564,164.079
4565,160.886
4566,161.796
4567,163.917
4568,163.998
4569,165.93
4570,165.294
4571,165.359
4572,163.945
4573,161.967
4574,158.531
4575,157.59
4576,157.605
4577,157.891
4578,156.292
4579,153.583
4580,155.157
4581,156.095
4582,155.004
4583,156.36
4584,153.944
4585,153.863
4586,156.266
4587,156.116
4588,157.689
4589,158.315
4590,157.826
4591,155.76
4592,156.729
4593,156.76
4594,159.32
4595,156.837
4596,155.847
4597,155.105
4598,157.011
4599,157.655
4600,153.916
4601,154.171
4602,154.134
4603,153.358
4604,153.923
4605,151.876
4606,152.087
4607,154.223
4608,155.607
4609,153.093
4610,155.051
4611,153.996
4612,152.694
4613,152.29
4614,150.834
4615,150.665
4616,150.446
4617,149.056
4618,149.125
4619,149.944
4620,147.066
4621,148.131
4622,148.304
4623,145.838
4624,145.255
4625,145.029
4626,144.763
4627,144.538
4628,147.752
4629,149.584
4630,147.914
4631,145.197
4632,143.277
4633,143.478
4634,144.589
4635,145.083
4636,145.623
4637,144.52
4638,144.901
4639,145.37
4640,144.924
4641,145.503
4642,144.349
4643,146.739
4644,148.882
4645,149.362
4646,152.442
4647,153.224
4648,153.205
4649,154.218
4650,151.314
4651,153.525
4652,152.928
4653,154.694
4654,153.545
4655,153.201
4656,154.622
4657,152.641
4658,155.308
4659,154.899
4660,156.892
4661,159.241
4662,158.126
4663,159.961
4664,161.284
4665,159.267
4666,160.937
4667,160.24
4668,161.406
4669,162.546
4670,162.365
4671,162.059
4672,162.316
4673,161.916
4674,163.008
4675,164.116
4676,164.103
4677,162.738
4678,163.284
4679,164.576
4680,165.927
4681,161.55
4682,159.635
4683,159.065
4684,158.928
4685,158.478
4686,159.903
4687,161.936
4688,162.486
4689,164.239
4690,164.195
4691,163.347
4692,164.848
4693,164.282
4694,163.046
4695,164.157
4696,166.649
4697,164.266
4698,164.961
4699,165.337
4700,165.21
4701,166.531
4702,169.289
4703,167.184
4704,169.47
4705,170.96
4706,172.389
4707,174.265
4708,171.961
4709,170.627
4710,172.816
4711,175.627
4712,176.269
4713,176.494
4714,175.313
4715,173.088
4716,175.639
4717,175.739
4718,177.297
4719,176.854
4720,175.484
4721,174.799
4722,175.344
4723,175.879
4724,173.72
4725,173.904
4726,172.754
4727,170.98
4728,170.723
4729,169.914
4730,170.441
4731,170.664
4732,169.386
4733,168.392
4734,165.78
4735,164.834
4736,164.412
4737,164.284
4738,164.63
4739,164.637
4740,164.03
4741,163.415
4742,165.904
4743,162.914
4744,162.026
4745,158.132
4746,154.703
4747,155.696
4748,155.536
4749,154.749
4750,153.519
4751,157.287
4752,155.307
4753,157.607
4754,157.404
4755,158.21
4756,160.35
4757,157.547
4758,158.124
4759,158.894
4760,158.787
4761,158.773
4762,158.862
4763,162.146
4764,161.861
4765,160.924
4766,161.647
4767,162.36
4768,161.704
4769,161.39
4770,160.364
4771,158.904
4772,158.904
4773,159.245
4774,159.832
4775,158.914
4776,159.648
4777,162.817
4778,163.709
4779,163.965
4780,164.881
4781,160.626
4782,161.117
4783,159.814
4784,159.318
4785,156.507
4786,156.229
4787,156.899
4788,158.559
4789,159.547
4790,160.212
4791,160.425
4792,159.195
4793,159.788
4794,161.238
4795,158.055
4796,155.877
4797,154.928
4798,156.274
4799,156.99
4800,157.27
4801,157.863
4802,156.799
4803,155.78
4804,154.189
4805,153.32
4806,150.489
4807,151.651
4808,151.447
4809,152.325
4810,151.236
4811,150.741
4812,152.218
4813,151.852
4814,152.578
4815,152.289
4816,151.303
4817,151.058
4818,151.46
4819,155.286
4820,155.571
4821,154.776
4822,157.99
4823,156.762
4824,154.989
4825,157.234
4826,156.412
4827,155.828
4828,155.071
4829,154.958
4830,156.543
4831,157.023
4832,157.268
4833,156.016
4834,155.307
4835,157.215
4836,157.632
4837,156.439
4838,155.159
4839,154.353
4840,154.294
4841,156.047
4842,150.329
4843,153.541
4844,151.988
4845,152.792
4846,152.901
4847,155.097
4848,154.074
4849,153.932
4850,151.366
4851,151.329
4852,150.283
4853,150.203
4854,152.351
4855,152.076
4856,151.959
4857,151.515
4858,149.76
4859,149.418
4860,150.225
4861,149.802
4862,147.648
4863,149.046
4864,149.744
4865,150.568
4866,150.785
4867,151.806
4868,153.666
4869,153.196
4870,154.683
4871,153.261
4872,153.81
4873,156.287
4874,155.214
4875,155.843
4876,155.284
4877,155.204
4878,152.542
4879,152.355
4880,152.099
4881,152.543
4882,152.542
4883,154.064
4884,153.274
4885,152.911
4886,152.955
4887,149.949
4888,150.331
4889,150.106
4890,147.484
4891,146.358
4892,142.629
4893,144.527
4894,145.897
4895,145.423
4896,146.613
4897,146.263
4898,146.248
4899,144.968
4900,143.991
4901,145.75
4902,147.827
4903,149.626
4904,149.423
4905,148.989
4906,147.417
4907,145.382
4908,146.17
4909,145.862
4910,143.536
4911,142.186
4912,141.72
4913,142.224
4914,140.235
4915,141.418
4916,143.222
4917,142.504
4918,140.945
4919,139.538
4920,140.302
4921,139.373
4922,140.734
4923,139.411
4924,135.287
4925,133.618
4926,134.106
4927,133.157
4928,133.808
4929,135.024
4930,134.452
4931,135.997
4932,135.367
4933,133.514
4934,133.979
4935,132.053
4936,132.863
4937,131.062
4938,129.978
4939,129.183
4940,129.418
4941,128.858
4942,126.447
4943,123.652
4944,122.38
4945,121.089
4946,120.66
4947,119.628
4948,120.678
4949,122.244
4950,121.646
4951,121.562
4952,121.219
4953,122.587
4954,123.832
4955,122.809
4956,123.653
4957,124.195
4958,124.359
4959,125.094
4960,123.484
4961,125.369
4962,123.196
4963,122.311
4964,121.536
4965,121.235
4966,120.522
4967,119.689
4968,120.32
4969,119.158
4970,118.924
4971,117.475
4972,116.962
4973,116.749
4974,118.073
4975,118.285
4976,119.182
4977,119.356
4978,121.507
4979,121.915
4980,119.964
4981,119.831
4982,119.562
4983,119.573
4984,119.088
4985,118.651
4986,118.997
4987,119.626
4988,119.557
4989,119.095
4990,118.347
4991,120.521
4992,121.23
4993,120.907
4994,121.056
4995,122.26
4996,121.53
4997,123.622
4998,121.264
4999,121.322
5000,119.823
5001,122.316
5002,122.397
5003,122.371
5004,123.685
5005,123.941
5006,123.848
5007,125
5008,125.934
5009,126.107
5010,127.191
5011,127.173
5012,125.307
5013,125.121
5014,122.843
5015,124.739
5016,125.964
5017,126.925
5018,125.454
5019,128.223
5020,129.318
5021,129.24
5022,129.571
5023,125.648
5024,123.281
5025,124.365
5026,123.173
5027,123.369
5028,122.243
5029,122.589
5030,121.291
5031,122.303
5032,121.127
5033,119.938
5034,122.705
5035,123.727
5036,123.922
5037,121.764
5038,121.868
5039,121.26
5040,121.584
5041,123.05
5042,123.919
5043,123.435
5044,124.947
5045,126.919
5046,128.454
5047,131.146
5048,132.703
5049,130.811
5050,128.879
5051,128.819
5052,128.305
5053,130.239
5054,130.364
5055,130.305
5056,127.663
5057,128.566
5058,125.995
5059,127.036
5060,125.338
5061,122.791
5062,121.293
5063,120.573
5064,119.228
5065,118.603
5066,118.421
5067,117.817
5068,117.189
5069,115.531
5070,116.668
5071,115.89
5072,116.367
5073,114.587
5074,114.983
5075,114.615
5076,116.353
5077,117.444
5078,118.902
5079,119.529
5080,117.156
5081,115.356
5082,114.705
5083,116.247
5084,116.271
5085,115.544
5086,113.7
5087,114.721
5088,113.904
5089,114.91
5090,114.083
5091,112.671
5092,112.281
5093,113.593
5094,113.408
5095,115.225
5096,114.96
5097,114.782
5098,115.991
5099,117.315
5100,117.53
5101,117.027
5102,117.75
5103,119.739
5104,120.228
5105,121.5
5106,122.691
5107,122.841
5108,124.468
5109,121.838
5110,122.548
5111,124.082
5112,124.213
5113,127.995
5114,127.323
5115,126.029
5116,125.745
5117,126.944
5118,128.011
5119,129.15
5120,130.691
5121,130.224
5122,131.541
5123,132.02
5124,133.611
5125,134.651
5126,134.655
5127,136.043
5128,137.193
5129,136.094
5130,136.862
5131,137.696
5132,137.384
5133,135.714
5134,133.252
5135,134.026
5136,135.234
5137,136.045
5138,134.106
5139,134.322
5140,133.88
5141,133.914
5142,137.862
5143,138.788
5144,137.945
5145,138.893
5146,140.766
5147,142.492
5148,144.058
5149,144.637
5150,142.038
5151,142.988
5152,141.826
5153,142.767
5154,146.671
5155,145.772
5156,144.45
5157,145.019
5158,144.033
5159,146.9
5160,146.426
5161,145.72
5162,144.655
5163,142.757
5164,143.163
5165,143.544
5166,140.554
5167,140.839
5168,140.512
5169,138.261
5170,138.607
5171,138.717
5172,140.224
5173,142.193
5174,140.782
5175,143.642
5176,145.174
5177,144.236
5178,142.96
5179,143.458
5180,143.714
5181,144.615
5182,144.949
5183,146.898
5184,149.781
5185,149.113
5186,150.541
5187,149.824
5188,150.677
5189,152.412
5190,153.644
5191,152.774
5192,150.574
5193,152.294
5194,152.48
5195,151.237
5196,149.06
5197,150.035
5198,153.35
5199,153.687
5200,154.087
5201,156.036
5202,155.937
5203,155.682
5204,154.802
5205,155.273
5206,153.092
5207,149.336
5208,149.882
5209,151.851
5210,150.472
5211,153.076
5212,152.66
5213,155.197
5214,157.027
5215,156.668
5216,156.609
5217,158.531
5218,157.658
5219,157.375
5220,155.886
5221,154.051
5222,153.366
5223,155.99
5224,158.642
5225,156.045
5226,155.69
5227,156.205
5228,158.54
5229,156.587
5230,156.081
5231,157.619
5232,157.926
5233,158.945
5234,159.315
5235,161.574
5236,163.231
5237,160.12
5238,162.077
5239,162.884
5240,164.23
5241,167.059
5242,166.793
5243,166.344
5244,165.176
5245,166.857
5246,165.271
5247,165.549
5248,164.508
5249,164.404
5250,162.875
5251,161.155
5252,162.202
5253,160.765
5254,156.145
5255,154.918
5256,154.255
5257,155.085
5258,153.946
5259,153.845
5260,152.465
5261,156.306
5262,155.74
5263,153.771
5264,154.055
5265,154.247
5266,152.524
5267,151.571
5268,153.946
5269,153.893
5270,152.302
5271,152.664
5272,154.147
5273,155.825
5274,155.273
5275,156.128
5276,155.079
5277,154.561
5278,152.944
5279,152.458
5280,153.6
5281,152.391
5282,151.146
5283,152.519
5284,152.371
5285,151.75
5286,151.594
5287,150.034
5288,150.84
5289,150.717
5290,149.816
5291,148.511
5292,148.761
5293,147.852
5294,147.439
5295,146.644
5296,146.1
5297,147.181
5298,147.247
5299,145.215
5300,145.821
5301,146.088
5302,146.68
5303,146.883
5304,146.823
5305,145.152
5306,145.191
5307,143.354
5308,146.118
5309,144.725
5310,144.006
5311,143.769
5312,145.198
5313,144.823
5314,145.33
5315,143.922
5316,145.396
5317,144.526
5318,144.932
5319,143.008
5320,143.269
5321,142.898
5322,141.775
5323,140.416
5324,140.079
5325,138.446
5326,138.675
5327,135.963
5328,138.062
5329,138.112
5330,138.777
5331,137.42
5332,137.677
5333,137.209
5334,134.963
5335,134.253
5336,135.476
5337,132.789
5338,130.512
5339,128.437
5340,124.913
5341,125.431
5342,124.848
5343,125.991
5344,124.766
5345,123.51
5346,120.446
5347,122.064
5348,122.609
5349,122.403
5350,120.856
5351,119.961
5352,119.104
5353,118.245
5354,119.89
5355,117.013
5356,115.606
5357,114.565
5358,112.664
5359,111.374
5360,110.8
5361,108.983
5362,109.634
5363,109.273
5364,108.909
5365,107.322
5366,106.359
5367,106.473
5368,105.979
5369,106.394
5370,106.336
5371,106.52
5372,106.201
5373,106.146
5374,105.598
5375,106.052
5376,106.865
5377,106.469
5378,105.034
5379,106.492
5380,105.692
5381,104.03
5382,103.745
5383,103.576
5384,103.304
5385,104.103
5386,102.72
5387,101.486
5388,99.8467
5389,98.2477
5390,97.9655
5391,96.3625
5392,97.5478
5393,97.3544
5394,98.8475
5395,99.3987
5396,98.4485
5397,97.6633
5398,97.062
5399,96.0597
5400,94.8243
5401,94.9715
5402,94.2468
5403,92.6698
5404,92.6214
5405,92.7086
5406,93.2388
5407,92.4276
5408,92.1132
5409,93.0984
5410,93.3586
5411,92.5679
5412,92.2079
5413,91.072
5414,90.6842
5415,91.3312
5416,92.7862
5417,93.2256
5418,93.2515
5419,92.6358
5420,93.072
5421,93.0237
5422,93.0544
5423,93.2755
5424,93.8735
5425,95.4486
5426,94.9206
5427,93.9653
5428,92.6446
5429,91.5898
5430,92.2966
5431,92.7401
5432,93.4465
5433,92.9123
5434,92.2416
5435,91.1782
5436,90.5524
5437,90.9881
5438,91.1173
5439,90.3144
5440,90.1462
5441,90.8767
5442,90.9599
5443,91.9908
5444,90.9647
5445,89.9506
5446,90.8578
5447,88.8815
5448,89.0201
5449,88.7442
5450,88.3368
5451,87.7217
5452,88.6855
5453,88.4262
5454,88.7682
5455,89.0989
5456,89.7204
5457,89.2795
5458,87.0857
5459,86.6723
5460,85.3965
5461,84.8427
5462,84.8296
5463,84.962
5464,84.9442
5465,85.227
5466,85.8976
5467,85.3739
5468,84.6914
5469,82.8158
5470,82.4285
5471,81.6048
5472,81.2645
5473,82.3154
5474,81.291
5475,80.8699
5476,80.8835
5477,81.1505
5478,81.8082
5479,82.1229
5480,81.6292
5481,81.7299
5482,80.2405
5483,80.6556
5484,81.0792
5485,82.4911
5486,80.8476
5487,79.9056
5488,79.0028
5489,78.9353
5490,77.5607
5491,77.5101
5492,78.8463
5493,78.8493
5494,78.3474
5495,78.6242
5496,77.0935
5497,77.1731
5498,77.6575
5499,77.7478
5500,77.4968
5501,76.5253
5502,76.3125
5503,76.8452
5504,75.9284
5505,74.7861
5506,75.0035
5507,74.5745
5508,75.1652
5509,74.4125
5510,74.1394
5511,74.1416
5512,75.053
5513,74.0674
5514,73.2697
5515,73.0677
5516,72.3143
5517,71.9442
5518,72.4314
5519,71.3185
5520,71.7153
5521,71.2393
5522,70.4685
5523,70.6055
5524,70.1835
5525,70.0861
5526,70.4783
5527,69.2851
5528,68.7097
5529,68.3617
5530,68.1199
5531,68.3026
5532,69.0506
5533,69.3502
5534,69.8547
5535,71.1446
5536,70.0846
5537,69.6734
5538,68.6797
5539,67.8494
5540,68.8498
5541,68.3843
5542,67.4303
5543,66.8056
5544,66.1881
5545,66.5823
5546,66.5585
5547,66.3889
5548,65.1507
5549,66.4549
5550,66.4424
5551,64.9041
5552,64.6846
5553,64.0239
5554,63.376
5555,63.6669
5556,63.0044
5557,63.968
5558,64.5783
5559,65.0346
5560,64.763
5561,65.1492
5562,66.1134
5563,66.1159
5564,66.515
5565,64.8364
5566,66.5393
5567,66.3217
5568,67.1383
5569,66.8076
5570,67.3085
5571,66.5642
5572,67.1506
5573,68.1597
5574,66.7866
5575,68.0977
5576,67.7775
5577,68.3073
5578,69.6183
5579,69.3561
5580,69.9614
5581,69.1766
5582,70.5776
5583,70.9117
5584,71.1006
5585,72.1761
5586,70.3231
5587,70.2381
5588,69.8743
5589,69.6975
5590,70.1913
5591,71.2815
5592,70.9143
5593,71.2364
5594,72.4023
5595,72.74
5596,74.4762
5597,74.2994
5598,75.1078
5599,74.4995
5600,73.897
5601,74.1943
5602,74.0117
5603,74.3749
5604,74.7062
5605,73.747
5606,73.6639
5607,73.2477
5608,74.0657
5609,74.5239
5610,74.6816
5611,74.4162
5612,74.53
5613,74.554
5614,74.2374
5615,73.7352
5616,74.9041
5617,74.9376
5618,75.0584
5619,75.4568
5620,75.2143
5621,75.7728
5622,75.7871
5623,74.768
5624,74.0374
5625,73.5021
5626,73.798
5627,72.8706
5628,73.8921
5629,74.2582
5630,73.9378
5631,74.5758
5632,74.3184
5633,74.1839
5634,74.4084
5635,74.2148
5636,74.5679
5637,74.4481
5638,75.0496
5639,75.6858
5640,74.1888
5641,74.5067
5642,74.2012
5643,74.7714
5644,74.296
5645,73.8106
5646,74.0394
5647,74.0069
5648,72.8076
5649,73.1823
5650,73.4394
5651,73.1939
5652,72.3594
5653,72.7338
5654,74.4482
5655,74.126
5656,74.0978
5657,73.8336
5658,75.1277
5659,76.4165
5660,77.0933
5661,78.2623
5662,78.6534
5663,80.1669
5664,80.923
5665,81.4
5666,82.9488
5667,83.1102
5668,83.4548
5669,84.2762
5670,83.7193
5671,85.1115
5672,84.6747
5673,84.0658
5674,83.9476
5675,83.2543
5676,83.5837
5677,83.6484
5678,83.7867
5679,83.8649
5680,85.1259
5681,85.2089
5682,85.2633
5683,86.948
5684,87.2093
5685,86.7463
5686,85.1554
5687,85.6968
5688,87.3956
5689,88.8607
5690,88.9159
5691,87.5555
5692,85.7916
5693,85.6458
5694,85.4653
5695,85.8078
5696,84.5541
5697,84.43
5698,84.176
5699,84.6769
5700,84.1752
5701,84.4414
5702,84.3848
5703,84.9356
5704,84.6484
5705,84.0425
5706,82.9824
5707,83.7579
5708,84.0432
5709,83.9484
5710,83.1713
5711,83.1392
5712,83.0232
5713,82.5464
5714,80.9935
5715,80.2288
5716,80.9738
5717,81.5512
5718,81.4869
5719,81.3906
5720,81.1602
5721,80.2812
5722,80.4167
5723,79.9305
5724,80.309
5725,80.0387
5726,80.4655
5727,80.0956
5728,80.2869
5729,79.6197
5730,79.1448
5731,79.1763
5732,79.2157
5733,80.2851
5734,80.3778
5735,80.9972
5736,81.5078
5737,82.5928
5738,82.7134
5739,82.0244
5740,81.6073
5741,80.888
5742,79.566
5743,80.649
5744,82.0975
5745,81.2563
5746,81.4829
5747,81.1816
5748,80.1623
5749,81.5569
5750,81.875
5751,81.4472
5752,80.2778
5753,78.7566
5754,79.4804
5755,79.0262
5756,79.4625
5757,80.1199
5758,78.4603
5759,78.0972
5760,78.1813
5761,76.7806
5762,75.8853
5763,75.3402
5764,74.933
5765,74.043
5766,75.291
5767,76.1223
5768,75.6145
5769,75.3324
5770,75.6696
5771,75.0611
5772,73.4744
5773,74.1974
5774,74.5795
5775,75.5146
5776,76.3936
5777,77.0154
5778,77.4008
5779,76.435
5780,75.85
5781,75.8217
5782,75.0845
5783,75.0033
5784,74.6521
5785,74.4281
5786,72.8571
5787,71.3652
5788,71.1098
5789,71.5409
5790,71.3342
5791,70.5486
5792,71.196
5793,71.5034
5794,71.5582
5795,72.3526
5796,71.5065
5797,71.6284
5798,71.3181
5799,72.0936
5800,71.1504
5801,70.6241
5802,72.195
5803,72.3143
5804,72.8088
5805,72.9507
5806,73.0027
5807,73.7797
5808,74.8503
5809,75.9491
5810,75.28
5811,74.8501
5812,73.809
5813,73.9193
5814,74.5812
5815,74.3519
5816,74.739
5817,75.2659
5818,75.2199
5819,74.4136
5820,75.6061
5821,75.6247
5822,77.0889
5823,77.3679
5824,76.9525
5825,76.9051
5826,76.6306
5827,76.2357
5828,76.1778
5829,76.4163
5830,75.4885
5831,75.2272
5832,75.3342
5833,76.687
5834,76.0782
5835,76.9385
5836,75.4096
5837,74.3446
5838,74.6612
5839,75.0815
5840,76.8837
5841,76.3753
5842,76.7727
5843,77.5009
5844,77.9572
5845,78.1024
5846,79.4695
5847,78.5701
5848,78.0658
5849,78.7688
5850,79.2313
5851,79.3177
5852,78.9779
5853,77.5635
5854,77.2274
5855,76.4505
5856,77.0847
5857,78.0154
5858,78.9361
5859,78.1961
5860,77.572
5861,76.5428
5862,75.9643
5863,77.8632
5864,77.1887
5865,77.4487
5866,77.6998
5867,77.9915
5868,78.1203
5869,79.1978
5870,79.0994
5871,79.479
5872,79.8062
5873,78.7347
5874,79.8792
5875,78.758
5876,78.2156
5877,79.3821
5878,80.9653
5879,80.0502
5880,80.265
5881,80.3237
5882,80.4301
5883,81.056
5884,81.2464
5885,79.9552
5886,79.0447
5887,79.2487
5888,79.0285
5889,79.4909
5890,80.3718
5891,81.3714
5892,83.1109
5893,83.0799
5894,83.335
5895,83.2509
5896,83.2561
5897,83.1239
5898,84.2607
5899,86.1
5900,85.8476
5901,87.096
5902,86.5623
5903,86.1679
5904,86.9915
5905,87.5615
